study_id,StudyClass,Treatment Focus (Study level),Total N Randomized (Study level),Outcome,Outcome Measure,Comparison,NCPTSD Treatment Names,Assessment Point Category,Assessment Point,Analysis Type,Effect Size 1 Detail,Effect Size 1 Type,Effect Size 1 Value,Effect Size 1 Type of Variance Measure,Effect Size 1 Variance Value or Lower Bound,Effect Size 1 Variance Upper Bound,Effect Size 1 p value,Effect Size 2 Detail,Effect Size 2 Type,Effect Size 2 Value,Effect Size 2 Type of Variance Measure,Effect Size 2 Variance Value or Lower Bound,Effect Size 2 Variance Upper Bound,Effect Size 2 p value,Military Status (Study level),Active Duty Military (Study level),Veteran Percent (Study level),Community Percent (Study level),Female Percent (Study level),Female Percent Detail  (Study level),Male Percent (Study level),Trauma Type (Study level),Trauma Detail (Study level),Risk of Bias Rating (Study level),Citation,PTSDPubs ID,Year Added to PTSD-Repository
galovski2016_PSQI_AvsB_12_ITT_1,Mixed: Psychotherapy & CIH,PTSD,92,Sleep,PSQI,A vs B,Sleep-directed hypnosis followed by Cognitive Processing Therapy (CPT) vs Sleep and symptom monitoring followed by Cognitive Processing Therapy (CPT),Assessment at 3 to <6 Months,12,ITT,,,-0.37,,,,p<0.05,,,,,,,,Community,,,1,1,,0,Mixed,"child sexual abuse, child physical abuse, rape/sexual assault, community/school violence, intimate partner violence",High,"Galovski TE, Harik JM, Blain LM, et al. Augmenting cognitive processing therapy to improve sleep impairment in PTSD: a randomized controlled trial. J Consult Clin Psychol. 2016 Feb;84(2):167-77. doi: 10.1037/ccp0000059. PMID: 26689303.",44664,2019
gamito2010_SCL90RD_Omnibus_0_NA_1,Psychotherapy,PTSD,10,Depression,SCL-90-R - Depression,Omnibus,Virtual reality exposure therapy (VRET) vs Trauma-focused cognitive behavioral therapy (TF-CBT) vs Waitlist,End of Treatment,0,,Group x Time interaction,,,,,,p=0.011,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,Medium,"Gamito P, Oliveira J, Rosa P, et al. PTSD elderly war veterans: a clinical controlled pilot study. Cyberpsychol Behav Soc Netw. 2010 Feb;13(1):43-8. doi: 10.1089/cyber.2009.0237. PMID: 20528292.",33784,2019
gelkopf2013_BDIFastScr_AvsB_0_Comp_1,Complementary and integrative health (CIH),PTSD,42,Depression,BDI-Fast Screen,A vs B,Recreational therapy vs Waitlist,End of Treatment,0,Completer,Treatment x Time interaction,eta-squared,0.11,,,,p=0.04,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,High,"Gelkopf M, Hasson-Ohayon I, Bikman M, et al. Nature adventure rehabilitation for combat-related posttraumatic chronic stress disorder: a randomized control trial. Psychiatry Res. 2013 Oct 30;209(3):485-93. doi: 10.1016/j.psychres.2013.01.026. PMID: 23541513.",40581,2019
gelkopf2013_Functionalp_AvsB_0_Comp_1,Complementary and integrative health (CIH),PTSD,42,Functioning,Functional problems,A vs B,Recreational therapy vs Waitlist,End of Treatment,0,Completer,Treatment x Time interaction,eta-squared,0.34,,,,p<0.001,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,High,"Gelkopf M, Hasson-Ohayon I, Bikman M, et al. Nature adventure rehabilitation for combat-related posttraumatic chronic stress disorder: a randomized control trial. Psychiatry Res. 2013 Oct 30;209(3):485-93. doi: 10.1016/j.psychres.2013.01.026. PMID: 23541513.",40581,2019
gelkopf2013_HumanServic_AvsB_0_Comp_1,Complementary and integrative health (CIH),PTSD,42,Quality of Life,Human Service Scale - Emotional Quality of Life,A vs B,Recreational therapy vs Waitlist,End of Treatment,0,Completer,Treatment x Time interaction,eta-squared,0.13,,,,p=0.02,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,High,"Gelkopf M, Hasson-Ohayon I, Bikman M, et al. Nature adventure rehabilitation for combat-related posttraumatic chronic stress disorder: a randomized control trial. Psychiatry Res. 2013 Oct 30;209(3):485-93. doi: 10.1016/j.psychres.2013.01.026. PMID: 23541513.",40581,2019
gelkopf2013_HumanServic_AvsB_0_Comp_2,Complementary and integrative health (CIH),PTSD,42,Quality of Life,Human Service Scale - Physical Quality of Life,A vs B,Recreational therapy vs Waitlist,End of Treatment,0,Completer,Treatment x Time interaction,eta-squared,0.001,,,,p=0.57,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,High,"Gelkopf M, Hasson-Ohayon I, Bikman M, et al. Nature adventure rehabilitation for combat-related posttraumatic chronic stress disorder: a randomized control trial. Psychiatry Res. 2013 Oct 30;209(3):485-93. doi: 10.1016/j.psychres.2013.01.026. PMID: 23541513.",40581,2019
gelkopf2013_HumanServic_AvsB_0_Comp_3,Complementary and integrative health (CIH),PTSD,42,Quality of Life,Human Service Scale - Social Quality of Life,A vs B,Recreational therapy vs Waitlist,End of Treatment,0,Completer,Treatment x Time interaction,eta-squared,0.13,,,,p=0.01,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,High,"Gelkopf M, Hasson-Ohayon I, Bikman M, et al. Nature adventure rehabilitation for combat-related posttraumatic chronic stress disorder: a randomized control trial. Psychiatry Res. 2013 Oct 30;209(3):485-93. doi: 10.1016/j.psychres.2013.01.026. PMID: 23541513.",40581,2019
geronilla2016_SymptomAsse_AvsB_0_ITT_1,Psychotherapy,PTSD,58,Anger,Symptom Assessment-45 - Hostility,A vs B,Emotional Freedom Technique (EFT) vs Waitlist,End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p<0.0045 (with Bonferroni correction),,,,,,,,Veteran,0,1,0,0.1207,,0.8793,,,High,"Geronilla L, Minewiser L, Mollon P, et al. EFT (Emotional Freedom Techniques) remediates PTSD and psychological symptoms in veterans: A randomized controlled replication trial. Energy Psychology. 2016;8(2):29.",1549292,2019
geronilla2016_SymptomAsse_AvsB_0_ITT_2,Psychotherapy,PTSD,58,Anxiety,Symptom Assessment-45 - Anxiety,A vs B,Emotional Freedom Technique (EFT) vs Waitlist,End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p<0.0045 (with Bonferroni correction),,,,,,,,Veteran,0,1,0,0.1207,,0.8793,,,High,"Geronilla L, Minewiser L, Mollon P, et al. EFT (Emotional Freedom Techniques) remediates PTSD and psychological symptoms in veterans: A randomized controlled replication trial. Energy Psychology. 2016;8(2):29.",1549292,2019
geronilla2016_SymptomAsse_AvsB_0_ITT_3,Psychotherapy,PTSD,58,Depression,Symptom Assessment-45 - Depression,A vs B,Emotional Freedom Technique (EFT) vs Waitlist,End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p<0.0045 (with Bonferroni correction),,,,,,,,Veteran,0,1,0,0.1207,,0.8793,,,High,"Geronilla L, Minewiser L, Mollon P, et al. EFT (Emotional Freedom Techniques) remediates PTSD and psychological symptoms in veterans: A randomized controlled replication trial. Energy Psychology. 2016;8(2):29.",1549292,2019
gersons2000_SCL90Anx_AvsB_0_ITT_1,Psychotherapy,PTSD,44,Anxiety,SCL-90 - Anxiety,A vs B,Brief Eclectic Psychotherapy (BEP) vs Waitlist,End of Treatment,0,ITT,,,,,,,p<0.01,,,,,,,,Community,,,1,0.119,,0.881,Other (occupational events),,Medium,"Gersons BP, Carlier IV, Lamberts RD, et al. Randomized clinical trial of brief eclectic psychotherapy for police officers with posttraumatic stress disorder. J Trauma Stress. 2000 Apr;13(2):333-47. doi: 10.1023/A:1007793803627. PMID: 10838679..",15124,2019
gersons2000_SCL90Anx_AvsB_12_ITT_1,Psychotherapy,PTSD,44,Anxiety,SCL-90 - Anxiety,A vs B,Brief Eclectic Psychotherapy (BEP) vs Waitlist,Assessment at 3 to <6 Months,12,ITT,,,,,,,p<0.01,,,,,,,,Community,,,1,0.119,,0.881,Other (occupational events),,Medium,"Gersons BP, Carlier IV, Lamberts RD, et al. Randomized clinical trial of brief eclectic psychotherapy for police officers with posttraumatic stress disorder. J Trauma Stress. 2000 Apr;13(2):333-47. doi: 10.1023/A:1007793803627. PMID: 10838679..",15124,2019
gersons2000_SCL90Dep_AvsB_0_ITT_1,Psychotherapy,PTSD,44,Depression,SCL-90 - Depression,A vs B,Brief Eclectic Psychotherapy (BEP) vs Waitlist,End of Treatment,0,ITT,,,,,,,p<0.01,,,,,,,,Community,,,1,0.119,,0.881,Other (occupational events),,Medium,"Gersons BP, Carlier IV, Lamberts RD, et al. Randomized clinical trial of brief eclectic psychotherapy for police officers with posttraumatic stress disorder. J Trauma Stress. 2000 Apr;13(2):333-47. doi: 10.1023/A:1007793803627. PMID: 10838679..",15124,2019
gersons2000_SCL90Dep_AvsB_12_ITT_1,Psychotherapy,PTSD,44,Depression,SCL-90 - Depression,A vs B,Brief Eclectic Psychotherapy (BEP) vs Waitlist,Assessment at 3 to <6 Months,12,ITT,,,,,,,p<0.01,,,,,,,,Community,,,1,0.119,,0.881,Other (occupational events),,Medium,"Gersons BP, Carlier IV, Lamberts RD, et al. Randomized clinical trial of brief eclectic psychotherapy for police officers with posttraumatic stress disorder. J Trauma Stress. 2000 Apr;13(2):333-47. doi: 10.1023/A:1007793803627. PMID: 10838679..",15124,2019
gersons2000_SCL90Hos_AvsB_0_ITT_1,Psychotherapy,PTSD,44,Anger,SCL-90 - Hostility,A vs B,Brief Eclectic Psychotherapy (BEP) vs Waitlist,End of Treatment,0,ITT,,,,,,,p<0.01,,,,,,,,Community,,,1,0.119,,0.881,Other (occupational events),,Medium,"Gersons BP, Carlier IV, Lamberts RD, et al. Randomized clinical trial of brief eclectic psychotherapy for police officers with posttraumatic stress disorder. J Trauma Stress. 2000 Apr;13(2):333-47. doi: 10.1023/A:1007793803627. PMID: 10838679..",15124,2019
gersons2000_SCL90Hos_AvsB_12_ITT_1,Psychotherapy,PTSD,44,Anger,SCL-90 - Hostility,A vs B,Brief Eclectic Psychotherapy (BEP) vs Waitlist,Assessment at 3 to <6 Months,12,ITT,,,,,,,p>0.05,,,,,,,,Community,,,1,0.119,,0.881,Other (occupational events),,Medium,"Gersons BP, Carlier IV, Lamberts RD, et al. Randomized clinical trial of brief eclectic psychotherapy for police officers with posttraumatic stress disorder. J Trauma Stress. 2000 Apr;13(2):333-47. doi: 10.1023/A:1007793803627. PMID: 10838679..",15124,2019
gersons2000_SCL90Sle_AvsB_0_ITT_1,Psychotherapy,PTSD,44,Sleep,SCL-90 - Sleeping problems,A vs B,Brief Eclectic Psychotherapy (BEP) vs Waitlist,End of Treatment,0,ITT,,,,,,,p<0.01,,,,,,,,Community,,,1,0.119,,0.881,Other (occupational events),,Medium,"Gersons BP, Carlier IV, Lamberts RD, et al. Randomized clinical trial of brief eclectic psychotherapy for police officers with posttraumatic stress disorder. J Trauma Stress. 2000 Apr;13(2):333-47. doi: 10.1023/A:1007793803627. PMID: 10838679..",15124,2019
gersons2000_SCL90Sle_AvsB_12_ITT_1,Psychotherapy,PTSD,44,Sleep,SCL-90 - Sleeping problems,A vs B,Brief Eclectic Psychotherapy (BEP) vs Waitlist,Assessment at 3 to <6 Months,12,ITT,,,,,,,p<0.01,,,,,,,,Community,,,1,0.119,,0.881,Other (occupational events),,Medium,"Gersons BP, Carlier IV, Lamberts RD, et al. Randomized clinical trial of brief eclectic psychotherapy for police officers with posttraumatic stress disorder. J Trauma Stress. 2000 Apr;13(2):333-47. doi: 10.1023/A:1007793803627. PMID: 10838679..",15124,2019
ghafoori2017_BSI18Anx_AvsB_0_ITT_1,Psychotherapy,PTSD,71,Anxiety,BSI-18 - Anxiety,A vs B,Prolonged Exposure (PE) vs Present Centered Therapy (PCT),End of Treatment,0,ITT,,Cohen's d,0.301,,,,p=NS,,,,,,,,Community,,,1,0.831,,0.169,Mixed,"natural or manmade disaster, accidents, rape/sexual assault, community/school violence, illness/medical procedure, combat-related, terrorism/political violence/forced displacement",High,"Ghafoori B, Hansen MC, Garibay E, et al. Feasibility of training frontline therapists in prolonged exposure: a randomized controlled pilot study of treatment of complex trauma in diverse victims of crime and violence. J Nerv Ment Dis. 2017 Apr;205(4):283-93. doi: 10.1097/NMD.0000000000000659. PMID: 28157725.",1523171,2019
ghafoori2017_BSI18Dep_AvsB_0_ITT_1,Psychotherapy,PTSD,71,Depression,BSI-18 - Depression,A vs B,Prolonged Exposure (PE) vs Present Centered Therapy (PCT),End of Treatment,0,ITT,,Cohen's d,0.308,,,,p=NS,,,,,,,,Community,,,1,0.831,,0.169,Mixed,"natural or manmade disaster, accidents, rape/sexual assault, community/school violence, illness/medical procedure, combat-related, terrorism/political violence/forced displacement",High,"Ghafoori B, Hansen MC, Garibay E, et al. Feasibility of training frontline therapists in prolonged exposure: a randomized controlled pilot study of treatment of complex trauma in diverse victims of crime and violence. J Nerv Ment Dis. 2017 Apr;205(4):283-93. doi: 10.1097/NMD.0000000000000659. PMID: 28157725.",1523171,2019
goldstein2018_WHOQOLBREF_AvsB_0_ITT_1,Complementary and integrative health (CIH),PTSD,47,Quality of Life,WHOQOL-BREF - Physical,A vs B,Exercise vs Waitlist,End of Treatment,0,ITT,,Cohen's d,0.33,95% CI,-0.16,0.82,p=0.183,,,,,,,,Veteran,,1,,0.1915,,0.8085,,,Low,"Goldstein LA, Mehling WE, Metzler TJ, et al. Veterans group exercise: a randomized pilot trial of an integrative exercise program for veterans with posttraumatic stress. J Affect Disord. 2018 Feb;227:345-52. doi: 10.1016/j.jad.2017.11.002. PMID: 29145076.",49403,2019
goldstein2018_WHOQOLBREF_AvsB_0_ITT_2,Complementary and integrative health (CIH),PTSD,47,Quality of Life,WHOQOL-BREF - Psychological,A vs B,Exercise vs Waitlist,End of Treatment,0,ITT,,Cohen's d,0.53,95% CI,0.16,-0.9,p=0.005,,,,,,,,Veteran,,1,,0.1915,,0.8085,,,Low,"Goldstein LA, Mehling WE, Metzler TJ, et al. Veterans group exercise: a randomized pilot trial of an integrative exercise program for veterans with posttraumatic stress. J Affect Disord. 2018 Feb;227:345-52. doi: 10.1016/j.jad.2017.11.002. PMID: 29145076.",49403,2019
golier2012_BDI_AvsB_0_Comp_1,Pharmacotherapy,PTSD,9,Depression,BDI,A vs B,Mifepristone vs Placebo,End of Treatment,0,Completer,,,,,,,p=0.124,,,,,,,,Veteran,0,1,0,,,,Combat-related,,Medium,"Golier JA, Caramanica K, Demaria R, et al. A pilot study of mifepristone in combat-related PTSD. Depress Res Treat. 2012;2012:393251. doi: 10.1155/2012/393251. PMID: 22611490.",39051,2019
golier2012_BDI_AvsB_4_Comp_1,Pharmacotherapy,PTSD,9,Depression,BDI,A vs B,Mifepristone vs Placebo,Assessment at <3 Months,4,Completer,,,,,,,p=0.769,,,,,,,,Veteran,0,1,0,,,,Combat-related,,Medium,"Golier JA, Caramanica K, Demaria R, et al. A pilot study of mifepristone in combat-related PTSD. Depress Res Treat. 2012;2012:393251. doi: 10.1155/2012/393251. PMID: 22611490.",39051,2019
hall2019a_PHQ9_AvsB_0_ITT_1,Complementary and integrative health (CIH),PTSD,54,Depression,PHQ-9,A vs B,Exercise vs Waitlist,End of Treatment,0,ITT,,Cohen's d,-0.57,,,,,,,,,,,,Veteran,0,1,0,0.9074,,0.0926,,,Medium,"Hall KS, Morey MC, Bosworth HB, et al. Pilot randomized controlled trial of exercise training for older veterans with PTSD. J Behav Med. 2019 Jul 1doi: 10.1007/s10865-019-00073-w. PMID: 31264055.",52094,2020
hall2019a_PSQIGlobal_AvsB_0_ITT_1,Complementary and integrative health (CIH),PTSD,54,Sleep,PSQI Global,A vs B,Exercise vs Waitlist,End of Treatment,0,ITT,,Cohen's d,-0.61,,,,,,,,,,,,Veteran,0,1,0,0.9074,,0.0926,,,Medium,"Hall KS, Morey MC, Bosworth HB, et al. Pilot randomized controlled trial of exercise training for older veterans with PTSD. J Behav Med. 2019 Jul 1doi: 10.1007/s10865-019-00073-w. PMID: 31264055.",52094,2020
hall2019a_SF36mental_AvsB_0_ITT_1,Complementary and integrative health (CIH),PTSD,54,Functioning,SF-36 mental health component score,A vs B,Exercise vs Waitlist,End of Treatment,0,ITT,,Cohen's d,0.36,,,,,,,,,,,,Veteran,0,1,0,0.9074,,0.0926,,,Medium,"Hall KS, Morey MC, Bosworth HB, et al. Pilot randomized controlled trial of exercise training for older veterans with PTSD. J Behav Med. 2019 Jul 1doi: 10.1007/s10865-019-00073-w. PMID: 31264055.",52094,2020
hall2019a_SF36physic_AvsB_0_ITT_1,Complementary and integrative health (CIH),PTSD,54,Functioning,SF-36 physical health component score,A vs B,Exercise vs Waitlist,End of Treatment,0,ITT,,Cohen's d,0.48,,,,,,,,,,,,Veteran,0,1,0,0.9074,,0.0926,,,Medium,"Hall KS, Morey MC, Bosworth HB, et al. Pilot randomized controlled trial of exercise training for older veterans with PTSD. J Behav Med. 2019 Jul 1doi: 10.1007/s10865-019-00073-w. PMID: 31264055.",52094,2020
hamner2009_HAMD_AvsB_0_ITT_1,Pharmacotherapy,PTSD,29,Depression,HAM-D,A vs B,Divalproex vs Placebo,End of Treatment,0,ITT,,,,,,,p=0.56,,,,,,,,Veteran,0,1,0,0.0345,,0.9655,Mixed,"combat-related, MST",High,"Hamner MB, Faldowski RA, Robert S, et al. A preliminary controlled trial of divalproex in posttraumatic stress disorder. Ann Clin Psychiatry. 2009 Apr-Jun;21(2):89-94. PMID: 19439158.",33535,2019
hamner2009_LeibowitzSo_AvsB_0_ITT_1,Pharmacotherapy,PTSD,29,Anxiety,Leibowitz Social Anxiety Scale,A vs B,Divalproex vs Placebo,End of Treatment,0,ITT,,,,,,,p=0.78,,,,,,,,Veteran,0,1,0,0.0345,,0.9655,Mixed,"combat-related, MST",High,"Hamner MB, Faldowski RA, Robert S, et al. A preliminary controlled trial of divalproex in posttraumatic stress disorder. Ann Clin Psychiatry. 2009 Apr-Jun;21(2):89-94. PMID: 19439158.",33535,2019
hamner2009_PSQI_AvsB_0_ITT_1,Pharmacotherapy,PTSD,29,Sleep,PSQI,A vs B,Divalproex vs Placebo,End of Treatment,0,ITT,,,,,,,p=0.72,,,,,,,,Veteran,0,1,0,0.0345,,0.9655,Mixed,"combat-related, MST",High,"Hamner MB, Faldowski RA, Robert S, et al. A preliminary controlled trial of divalproex in posttraumatic stress disorder. Ann Clin Psychiatry. 2009 Apr-Jun;21(2):89-94. PMID: 19439158.",33535,2019
hamner2009_PSQIAddendu_AvsB_0_ITT_1,Pharmacotherapy,PTSD,29,Sleep,PSQI Addendum for PTSD,A vs B,Divalproex vs Placebo,End of Treatment,0,ITT,,,,,,,p=0.70,,,,,,,,Veteran,0,1,0,0.0345,,0.9655,Mixed,"combat-related, MST",High,"Hamner MB, Faldowski RA, Robert S, et al. A preliminary controlled trial of divalproex in posttraumatic stress disorder. Ann Clin Psychiatry. 2009 Apr-Jun;21(2):89-94. PMID: 19439158.",33535,2019
hamner2019_HAMD_AvsB_0_ITT_1,Pharmacotherapy,PTSD,24,Depression,HAM-D,A vs B,Ziprasidone augmentation vs Placebo,End of Treatment,0,ITT,,,,,,,p=0.71,,,,,,,,Veteran,0,1,0,,,,,,High,"Hamner MB, Hernandez-Tejada MA, Zuschlag ZD, et al. Ziprasidone augmentation of SSRI antidepressants in posttraumatic stress disorder: a randomized, placebo-controlled pilot study of augmentation therapy. J Clin Psychopharmacol. 2019 Mar/Apr;39(2):153-7. doi: 10.1097/JCP.0000000000001000. PMID: 30640209.",51867,2020
hamner2019_HamiltonAnx_AvsB_0_ITT_1,Pharmacotherapy,PTSD,24,Depression,Hamilton Anxiety and Depression Scale - Depression,A vs B,Ziprasidone augmentation vs Placebo,End of Treatment,0,ITT,,,,,,,p=0.09,,,,,,,,Veteran,0,1,0,,,,,,High,"Hamner MB, Hernandez-Tejada MA, Zuschlag ZD, et al. Ziprasidone augmentation of SSRI antidepressants in posttraumatic stress disorder: a randomized, placebo-controlled pilot study of augmentation therapy. J Clin Psychopharmacol. 2019 Mar/Apr;39(2):153-7. doi: 10.1097/JCP.0000000000001000. PMID: 30640209.",51867,2020
hamner2019_HamiltonAnx_AvsB_0_ITT_2,Pharmacotherapy,PTSD,24,Anxiety,Hamilton Anxiety and Depression Scale - Anxiety,A vs B,Ziprasidone augmentation vs Placebo,End of Treatment,0,ITT,,,,,,,p=0.77,,,,,,,,Veteran,0,1,0,,,,,,High,"Hamner MB, Hernandez-Tejada MA, Zuschlag ZD, et al. Ziprasidone augmentation of SSRI antidepressants in posttraumatic stress disorder: a randomized, placebo-controlled pilot study of augmentation therapy. J Clin Psychopharmacol. 2019 Mar/Apr;39(2):153-7. doi: 10.1097/JCP.0000000000001000. PMID: 30640209.",51867,2020
harb2019_NDQ_AvsB_26_ITT_1,Psychotherapy,PTSD,108,Sleep,NDQ,A vs B,Imagery Rehearsal Training (IRT) + Cognitive Behavioral Therapy for Insomnia (CBT-I) vs Cognitive Behavioral Therapy for Insomnia (CBT-I),Assessment at 6 to <12 Months,26,ITT,,,,,,,p=0.06,,,,,,,,Veteran,0,1,0,0.139,,0.861,Combat-related,,Low,"Harb GC, Cook JM, Phelps AJ, et al. Randomized controlled trial of imagery rehearsal for posttraumatic nightmares in combat veterans. J Clin Sleep Med. 2019 May 15;15(5):757-67. doi: 10.5664/jcsm.7770. PMID: 31053215.",,2020
harb2019_NFQ_AvsB_26_ITT_1,Psychotherapy,PTSD,108,Sleep,NFQ,A vs B,Imagery Rehearsal Training (IRT) + Cognitive Behavioral Therapy for Insomnia (CBT-I) vs Cognitive Behavioral Therapy for Insomnia (CBT-I),Assessment at 6 to <12 Months,26,ITT,,,,,,,p=0.2,,,,,,,,Veteran,0,1,0,0.139,,0.861,Combat-related,,Low,"Harb GC, Cook JM, Phelps AJ, et al. Randomized controlled trial of imagery rehearsal for posttraumatic nightmares in combat veterans. J Clin Sleep Med. 2019 May 15;15(5):757-67. doi: 10.5664/jcsm.7770. PMID: 31053215.",,2020
harb2019_PSQI_AvsB_26_ITT_1,Psychotherapy,PTSD,108,Sleep,PSQI,A vs B,Imagery Rehearsal Training (IRT) + Cognitive Behavioral Therapy for Insomnia (CBT-I) vs Cognitive Behavioral Therapy for Insomnia (CBT-I),Assessment at 6 to <12 Months,26,ITT,,,,,,,p=0.82,,,,,,,,Veteran,0,1,0,0.139,,0.861,Combat-related,,Low,"Harb GC, Cook JM, Phelps AJ, et al. Randomized controlled trial of imagery rehearsal for posttraumatic nightmares in combat veterans. J Clin Sleep Med. 2019 May 15;15(5):757-67. doi: 10.5664/jcsm.7770. PMID: 31053215.",,2020
henseldittmann2011_HAMD_AvsB_52_ITT_1,Psychotherapy,PTSD,28,Depression,HAM-D,A vs B,Narrative Exposure Therapy (NET) vs Stress Inoculation Training (SIT),Assessment at ≥12 Months,52,ITT,,,,,,,p>0.05,Treatment x Time interaction,,,,,,p>0.05,Community,,,1,,,,Terrorism/political violence/forced displacement,,High,"Hensel-Dittmann D, Schauer M, Ruf M, et al. Treatment of traumatized victims of war and torture: a randomized controlled comparison of narrative exposure therapy and stress inoculation training. Psychother Psychosom. 2011 Oct;80(6):345-52. doi: 10.1159/000327253. PMID: 21829046.",37590,2019
